trip_id,rider_id,driver_id,vehicle_id,start_time,end_time,start_location,end_location,distance_km,fare
1505,362,63,32,2023-08-06 14:14:12,2023-08-06 14:57:12,Business District,Stadium,4.85,20.52
1506,29,82,25,2023-08-03 09:52:28,2023-08-03 10:31:28,Hospital,Beach,46.33,81.75
1507,57,61,21,2024-11-15 04:13:45,2024-11-15 05:05:45,Airport,Hospital,48.9,88.85
1508,376,53,106,2023-04-28 21:14:45,2023-04-28 22:14:45,Train Station,Business District,16.35,42.03
1509,103,72,12,2023-12-07 09:46:51,2023-12-07 10:06:51,Hospital,Business District,28.24,49.86
1510,339,34,112,2024-06-19 14:31:08,2024-06-19 14:37:08,Train Station,Hotel District,38.96,62.44
1511,446,90,92,2024-07-28 01:02:39,2024-07-28 01:27:39,Suburb,Hospital,45.44,76.91
1512,229,96,31,2023-05-24 00:37:08,2023-05-24 01:02:08,Beach,Shopping Mall,24.12,44.93
1513,171,26,87,2024-06-30 20:38:07,2024-06-30 20:59:07,University,Business District,37.89,64.59
1514,12,18,23,2024-05-13 20:13:32,2024-05-13 20:44:32,Stadium,Hotel District,25.35,48.28
1515,25,68,99,2024-12-10 03:13:18,2024-12-10 03:50:18,Hospital,Downtown,29.15,55.47
1516,17,65,106,2024-09-05 17:13:50,2024-09-05 17:52:50,Beach,University,29.59,56.63
1517,325,9,54,2024-03-15 02:04:57,2024-03-15 02:14:57,Park,Hotel District,7.39,16.09
1518,82,66,109,2024-10-23 08:50:54,2024-10-23 09:00:54,Business District,City Center,24.49,41.73
1519,333,25,20,2024-08-18 20:03:55,2024-08-18 20:51:55,Stadium,Suburb,15.29,37.44
1520,232,95,24,2024-05-20 05:08:57,2024-05-20 05:34:57,Airport,Train Station,33.1,58.65
1521,174,59,63,2024-11-21 19:33:41,2024-11-21 19:39:41,Stadium,Business District,16.1,28.15
1522,320,50,3,2023-01-07 15:09:29,2023-01-07 15:28:29,Hospital,Stadium,9.22,21.08
1523,439,29,11,2024-02-18 11:59:21,2024-02-18 12:33:21,Residential Area,Shopping Mall,38.96,69.44
1524,295,46,37,2023-05-27 16:22:12,2023-05-27 17:16:12,Train Station,Shopping Mall,16.81,41.21
1525,52,4,61,2024-08-28 10:14:51,2024-08-28 10:27:51,Park,Hospital,47.82,77.48
1526,168,41,65,2024-05-26 05:07:22,2024-05-26 05:25:22,Shopping Mall,University,9.84,21.76
1527,139,30,87,2024-08-22 21:33:38,2024-08-22 22:00:38,Downtown,Train Station,44.13,75.45
1528,484,57,55,2024-10-09 21:49:04,2024-10-09 22:18:04,Downtown,Beach,43.64,75.21
1529,438,95,24,2023-10-23 11:28:43,2023-10-23 11:36:43,Beach,Stadium,11.53,21.79
1530,395,49,76,2024-09-24 15:22:10,2024-09-24 15:34:10,Airport,Train Station,26.32,44.98
1531,297,93,67,2023-04-05 12:43:20,2023-04-05 12:58:20,Hotel District,Shopping Mall,7.78,17.92
1532,251,95,43,2024-08-05 07:05:46,2024-08-05 07:30:46,Stadium,Shopping Mall,12.1,26.9
1533,47,65,106,2024-01-07 06:10:24,2024-01-07 06:31:24,Park,Airport,47.36,78.79
1534,9,1,17,2024-09-16 00:40:44,2024-09-16 01:11:44,Stadium,Suburb,6.8,20.45
1535,185,40,36,2023-12-04 05:07:18,2023-12-04 06:06:18,Residential Area,University,13.01,36.77
1536,360,11,84,2024-05-14 21:14:13,2024-05-14 22:10:13,Stadium,City Center,24.63,53.45
1537,488,36,77,2024-05-17 19:39:28,2024-05-17 20:04:28,Downtown,Train Station,42.68,72.77
1538,91,73,2,2023-04-10 09:07:45,2023-04-10 09:45:45,Train Station,Restaurant District,24.55,48.83
1539,20,8,76,2024-11-03 21:50:32,2024-11-03 22:42:32,Residential Area,University,19.84,45.26
1540,213,21,96,2023-05-14 22:08:29,2023-05-14 22:24:29,City Center,Park,48.33,79.0
1541,380,86,45,2023-10-11 13:21:39,2023-10-11 13:33:39,Hotel District,Train Station,3.44,10.66
1542,105,40,73,2024-04-30 16:40:10,2024-04-30 17:08:10,City Center,Suburb,14.73,31.59
1543,165,4,61,2023-09-15 13:08:14,2023-09-15 13:14:14,City Center,Beach,3.64,9.46
1544,447,19,107,2023-02-06 02:48:45,2023-02-06 03:27:45,Stadium,Hotel District,30.73,58.34
1545,269,22,38,2023-03-19 18:17:00,2023-03-19 18:22:00,Hospital,City Center,12.69,22.79
1546,215,9,54,2024-01-05 11:29:33,2024-01-05 12:03:33,Stadium,Suburb,45.11,78.66
1547,226,18,23,2023-08-30 21:29:32,2023-08-30 22:04:32,Beach,City Center,45.34,79.26
1548,66,42,69,2024-04-21 14:30:41,2024-04-21 15:17:41,Restaurant District,Airport,24.93,51.64
1549,384,74,14,2023-04-08 17:41:48,2023-04-08 18:00:48,Park,Train Station,40.66,68.24
1550,74,29,11,2024-07-31 05:58:37,2024-07-31 06:09:37,Restaurant District,Stadium,15.55,28.58
1551,315,14,1,2023-06-25 17:06:35,2023-06-25 17:27:35,Train Station,Restaurant District,33.65,58.22
1552,169,91,105,2024-06-03 03:03:56,2024-06-03 03:45:56,Park,Business District,49.41,87.11
1553,137,98,82,2023-09-12 17:19:10,2023-09-12 17:51:10,Hospital,Residential Area,8.97,23.96
1554,378,5,96,2024-12-04 17:20:05,2024-12-04 18:16:05,Stadium,Residential Area,4.3,22.95
1555,102,24,8,2023-04-22 00:51:51,2023-04-22 01:36:51,Downtown,Suburb,40.15,73.97
1556,83,51,42,2023-01-10 02:20:13,2023-01-10 03:01:13,Beach,Suburb,18.51,40.52
1557,322,74,14,2023-12-18 03:49:53,2023-12-18 04:07:53,Beach,Business District,14.61,28.91
1558,226,16,96,2023-08-05 22:37:34,2023-08-05 23:23:34,Hotel District,Park,46.35,83.53
1559,173,24,8,2023-09-22 20:23:01,2023-09-22 21:19:01,Suburb,Beach,39.06,75.09
1560,234,85,79,2024-06-02 20:39:32,2024-06-02 21:38:32,Hospital,Hotel District,26.92,57.63
1561,33,47,55,2024-05-13 21:12:13,2024-05-13 21:18:13,Park,Train Station,6.54,13.81
1562,500,59,13,2023-04-04 10:08:22,2023-04-04 10:48:22,Restaurant District,University,8.06,24.59
1563,178,40,73,2023-12-05 18:41:17,2023-12-05 19:21:17,Airport,Suburb,48.64,85.46
1564,94,51,105,2024-11-18 21:13:58,2024-11-18 21:50:58,Shopping Mall,Train Station,42.32,75.23
1565,114,100,3,2023-06-04 07:36:35,2023-06-04 08:27:35,Restaurant District,Hospital,27.23,56.09
1566,400,20,119,2024-10-29 22:11:10,2024-10-29 22:49:10,Park,Downtown,40.41,72.61
1567,186,70,71,2024-06-22 19:24:26,2024-06-22 20:02:26,Train Station,Hospital,9.62,26.43
1568,349,22,38,2024-10-16 23:06:37,2024-10-16 23:59:37,Restaurant District,Train Station,27.96,57.69
1569,490,79,55,2024-10-28 15:46:55,2024-10-28 16:03:55,University,Downtown,48.03,78.8
1570,486,52,101,2023-10-30 17:53:02,2023-10-30 18:31:02,Stadium,City Center,24.87,49.3
1571,165,18,28,2023-01-01 06:35:30,2023-01-01 06:44:30,University,Restaurant District,28.68,47.77
1572,160,27,64,2023-02-15 23:58:56,2023-02-16 00:51:56,Stadium,Train Station,8.9,29.1
1573,422,21,96,2023-10-31 21:12:35,2023-10-31 22:07:35,Train Station,Residential Area,22.11,49.41
1574,303,25,20,2024-10-10 01:01:13,2024-10-10 01:28:13,Airport,Shopping Mall,48.24,81.61
1575,142,18,28,2023-04-06 21:40:26,2023-04-06 22:31:26,Restaurant District,Business District,47.33,86.25
1576,78,27,75,2023-04-21 14:41:08,2023-04-21 15:29:08,University,Hotel District,17.72,41.08
1577,327,16,67,2023-08-30 16:27:13,2023-08-30 17:05:13,Airport,Hotel District,32.17,60.26
1578,242,30,87,2023-08-21 02:26:59,2023-08-21 03:23:59,Airport,Park,37.66,73.24
1579,233,20,46,2024-11-14 16:37:05,2024-11-14 17:30:05,City Center,Restaurant District,18.39,43.34
1580,140,6,110,2024-10-12 21:01:54,2024-10-12 21:22:54,Airport,Residential Area,24.39,44.34
1581,300,22,100,2024-08-12 02:42:37,2024-08-12 03:05:37,Shopping Mall,Park,6.95,18.68
1582,375,78,77,2024-11-02 22:21:16,2024-11-02 22:49:16,Shopping Mall,Suburb,42.8,73.7
1583,254,90,56,2023-11-24 12:34:31,2023-11-24 12:42:31,Residential Area,Airport,43.53,69.8
1584,144,93,94,2023-08-03 06:30:29,2023-08-03 06:51:29,Residential Area,Park,17.78,34.42
1585,342,33,15,2023-03-06 12:58:21,2023-03-06 13:03:21,Airport,Restaurant District,40.69,64.78
1586,125,75,52,2023-06-21 22:58:26,2023-06-21 23:40:26,Stadium,Residential Area,14.76,35.14
1587,400,91,105,2024-03-11 11:39:37,2024-03-11 12:22:37,Suburb,Business District,20.04,43.31
1588,266,86,67,2023-02-02 16:49:25,2023-02-02 17:32:25,Airport,Business District,42.23,76.59
1589,330,13,30,2023-03-15 17:19:01,2023-03-15 17:31:01,Hotel District,Shopping Mall,19.31,34.46
1590,345,91,105,2024-09-25 05:59:12,2024-09-25 06:29:12,Restaurant District,Downtown,18.67,38.01
1591,404,57,70,2024-03-21 07:55:26,2024-03-21 08:55:26,Park,Downtown,47.13,88.2
1592,417,81,91,2024-06-03 16:20:17,2024-06-03 16:26:17,Shopping Mall,Business District,10.68,20.02
1593,323,43,12,2023-08-16 00:26:06,2023-08-16 00:57:06,Hotel District,Downtown,36.99,65.73
1594,435,33,15,2024-09-27 15:29:35,2024-09-27 16:17:35,Hospital,Shopping Mall,15.28,37.42
1595,402,7,97,2023-12-22 21:33:08,2023-12-22 22:22:08,Residential Area,University,38.89,73.09
1596,83,27,75,2024-07-29 07:44:15,2024-07-29 08:14:15,Hotel District,Hospital,39.49,69.23
1597,89,64,110,2023-03-11 00:38:48,2023-03-11 01:04:48,Hospital,Business District,27.84,50.76
1598,413,30,87,2024-10-05 15:46:22,2024-10-05 16:10:22,Airport,City Center,36.65,63.47
1599,328,52,101,2024-04-27 23:11:13,2024-04-27 23:47:13,Residential Area,Train Station,38.32,68.98
1600,104,34,112,2023-09-30 07:32:38,2023-09-30 07:58:38,Hotel District,Beach,45.0,76.5
1601,387,21,96,2023-09-08 16:40:42,2023-09-08 16:46:42,Airport,Shopping Mall,29.93,48.89
1602,466,65,106,2024-08-10 19:13:33,2024-08-10 19:53:33,Park,Train Station,21.1,44.15
1603,357,10,72,2023-03-14 12:25:30,2023-03-14 12:35:30,Restaurant District,Business District,45.91,73.86
1604,340,52,101,2023-04-24 05:15:53,2023-04-24 06:05:53,Hospital,Park,18.98,43.47
1605,69,50,14,2024-10-18 08:07:06,2024-10-18 08:59:06,Suburb,City Center,44.6,82.4
1606,151,79,73,2023-03-05 20:32:07,2023-03-05 20:57:07,Shopping Mall,Beach,41.65,71.22
1607,126,71,85,2024-06-02 11:29:57,2024-06-02 11:51:57,Downtown,Beach,12.77,27.16
1608,356,29,11,2024-11-10 17:42:59,2024-11-10 18:01:59,Beach,Residential Area,40.95,68.68
1609,75,2,19,2023-07-09 06:31:41,2023-07-09 06:37:41,Suburb,Business District,25.2,41.8
1610,225,54,72,2024-03-04 03:36:00,2024-03-04 04:17:00,Shopping Mall,Stadium,10.93,29.14
1611,266,75,52,2024-05-02 04:52:57,2024-05-02 05:33:57,City Center,Stadium,37.85,69.53
1612,362,47,103,2024-09-14 17:14:35,2024-09-14 17:35:35,Stadium,Hospital,19.5,37.0
1613,474,31,41,2024-02-24 17:12:37,2024-02-24 17:39:37,Airport,Restaurant District,8.46,21.94
1614,441,90,32,2024-09-09 22:15:31,2024-09-09 22:54:31,Business District,Train Station,6.64,22.21
1615,470,65,106,2024-02-20 19:49:55,2024-02-20 20:14:55,Airport,Hotel District,41.66,71.24
1616,117,93,45,2024-07-11 08:22:20,2024-07-11 09:11:20,Residential Area,Park,41.41,76.86
1617,115,60,4,2024-03-22 00:57:59,2024-03-22 01:55:59,Downtown,Beach,31.7,64.55
1618,255,76,56,2023-02-20 05:18:28,2023-02-20 05:33:28,Downtown,Park,23.53,41.55
1619,333,8,93,2024-01-06 04:57:39,2024-01-06 05:57:39,Restaurant District,Train Station,5.06,25.09
1620,182,9,54,2024-03-18 12:58:38,2024-03-18 13:19:38,City Center,Restaurant District,3.32,12.73
1621,307,63,56,2024-06-30 23:34:17,2024-07-01 00:27:17,Train Station,Stadium,12.33,34.25
1622,232,40,73,2023-09-14 17:35:10,2023-09-14 17:54:10,Business District,Hotel District,44.05,73.32
1623,485,53,19,2024-08-18 04:52:19,2024-08-18 05:31:19,Residential Area,Business District,17.09,37.88
1624,4,79,7,2024-07-07 02:45:42,2024-07-07 03:38:42,Hospital,Business District,7.74,27.36
1625,37,79,9,2024-02-16 11:39:55,2024-02-16 12:10:55,Restaurant District,Train Station,37.16,65.99
1626,128,77,100,2024-08-12 09:26:55,2024-08-12 09:42:55,Suburb,Train Station,3.42,11.63
1627,476,64,94,2023-04-03 19:38:35,2023-04-03 20:04:35,Airport,Stadium,29.55,53.33
1628,486,88,42,2024-09-17 04:41:00,2024-09-17 05:12:00,Stadium,Restaurant District,24.77,47.41
1629,434,44,39,2023-03-16 11:01:17,2023-03-16 11:25:17,Hospital,Train Station,35.95,62.43
1630,451,33,15,2023-03-12 11:24:48,2023-03-12 11:40:48,University,Stadium,11.63,23.95
1631,180,83,94,2023-09-21 20:50:34,2023-09-21 21:23:34,Hotel District,Airport,27.15,51.47
1632,11,78,8,2024-03-08 17:37:33,2024-03-08 17:45:33,Residential Area,Hospital,6.58,14.37
1633,1,68,99,2023-01-04 14:53:16,2023-01-04 15:18:16,Stadium,University,3.33,13.75
1634,464,73,73,2023-10-19 03:26:59,2023-10-19 04:25:59,Airport,Train Station,11.05,33.83
1635,318,64,24,2024-02-20 17:06:43,2024-02-20 17:24:43,Hospital,Airport,43.86,72.79
1636,468,20,119,2023-10-18 15:00:09,2023-10-18 15:41:09,Train Station,City Center,23.15,47.47
1637,434,99,120,2024-01-30 01:17:34,2024-01-30 01:31:34,Suburb,Beach,3.46,11.19
1638,20,69,58,2024-09-18 23:23:19,2024-09-18 23:47:19,City Center,University,7.17,19.25
1639,350,24,8,2024-11-30 05:30:53,2024-11-30 05:41:53,Beach,Shopping Mall,30.97,51.7
1640,314,44,44,2024-12-22 06:28:45,2024-12-22 07:15:45,Park,Suburb,20.66,45.24
1641,230,15,80,2024-03-06 15:55:04,2024-03-06 16:04:04,Hospital,Shopping Mall,19.55,34.08
1642,123,63,25,2024-09-08 18:14:19,2024-09-08 18:44:19,Downtown,Hospital,4.81,17.21
1643,472,62,2,2024-10-20 11:39:20,2024-10-20 12:17:20,Airport,Residential Area,33.43,62.14
1644,467,68,99,2024-08-10 22:04:34,2024-08-10 22:43:34,Residential Area,Shopping Mall,15.56,35.59
1645,70,58,53,2023-08-16 13:09:15,2023-08-16 13:54:15,Stadium,Airport,25.54,52.06
1646,252,14,1,2024-03-11 22:30:50,2024-03-11 23:05:50,Business District,Stadium,16.68,36.27
1647,403,99,120,2024-08-21 17:33:00,2024-08-21 18:21:00,Restaurant District,Downtown,27.32,55.48
1648,22,25,20,2023-08-27 13:07:42,2023-08-27 13:49:42,Restaurant District,City Center,29.42,57.13
1649,89,83,94,2024-07-28 04:45:01,2024-07-28 04:53:01,Park,Downtown,4.27,10.9
1650,156,50,25,2023-10-01 05:23:10,2023-10-01 06:02:10,Downtown,Suburb,41.62,74.68
1651,448,56,95,2024-01-30 20:47:37,2024-01-30 21:25:37,Suburb,Train Station,26.42,51.63
1652,349,90,6,2024-12-08 07:58:19,2024-12-08 08:16:19,Airport,Beach,47.6,78.4
1653,457,29,11,2023-02-26 16:08:16,2023-02-26 16:58:16,Shopping Mall,Beach,11.92,32.88
1654,328,79,2,2023-02-05 03:13:14,2023-02-05 03:42:14,Shopping Mall,City Center,35.09,62.39
1655,474,38,6,2024-12-03 11:09:34,2024-12-03 11:29:34,Residential Area,Suburb,45.93,76.39
1656,170,23,32,2024-10-04 00:25:22,2024-10-04 00:44:22,Hospital,City Center,42.21,70.56
1657,23,20,46,2024-04-10 01:32:22,2024-04-10 01:52:22,Business District,Residential Area,14.39,29.09
1658,473,55,35,2023-06-09 03:10:14,2023-06-09 03:56:14,Restaurant District,City Center,15.09,36.63
1659,354,2,19,2024-10-01 16:10:35,2024-10-01 16:41:35,Stadium,University,42.45,73.93
1660,98,100,63,2023-07-16 20:11:36,2023-07-16 20:54:36,Downtown,Residential Area,35.24,66.11
1661,22,90,99,2023-12-15 20:21:23,2023-12-15 20:34:23,Residential Area,Restaurant District,12.7,24.8
1662,327,15,16,2023-05-04 10:33:17,2023-05-04 11:28:17,Beach,Airport,10.8,32.45
1663,168,22,100,2024-06-12 21:00:01,2024-06-12 21:50:01,City Center,Restaurant District,21.11,46.66
1664,275,37,108,2024-10-26 11:49:36,2024-10-26 12:30:36,University,Airport,38.53,70.55
1665,203,26,12,2024-03-06 21:17:21,2024-03-06 22:16:21,Beach,Shopping Mall,8.1,29.4
1666,19,61,21,2023-03-26 22:19:04,2023-03-26 22:31:04,Shopping Mall,Downtown,41.99,68.48
1667,95,11,98,2024-06-22 17:57:14,2024-06-22 18:53:14,Airport,Shopping Mall,22.93,50.89
1668,190,57,86,2023-04-21 21:12:54,2023-04-21 21:45:54,Business District,Hotel District,3.97,16.7
1669,479,65,106,2024-08-19 22:47:44,2024-08-19 23:05:44,Restaurant District,Hospital,4.1,13.15
1670,8,20,49,2024-10-29 14:00:33,2024-10-29 14:21:33,City Center,Train Station,18.81,35.96
1671,103,83,94,2023-10-31 22:34:54,2023-10-31 23:03:54,Train Station,University,26.27,49.16
1672,116,24,8,2023-09-18 21:25:04,2023-09-18 22:12:04,Restaurant District,Beach,3.21,19.06
1673,226,9,54,2024-04-12 07:45:22,2024-04-12 08:23:22,University,Park,9.73,26.59
1674,281,41,65,2023-03-28 12:00:32,2023-03-28 12:48:32,Airport,Stadium,26.87,54.8
1675,9,80,111,2023-05-12 23:26:58,2023-05-13 00:17:58,City Center,Hospital,19.78,44.92
1676,74,14,1,2023-01-05 14:00:50,2023-01-05 14:29:50,Downtown,Business District,4.8,16.95
1677,199,99,120,2024-10-27 15:41:38,2024-10-27 16:00:38,Hotel District,Residential Area,3.69,12.79
1678,280,10,72,2024-05-18 23:40:33,2024-05-19 00:37:33,City Center,Beach,46.99,87.23
1679,331,50,37,2024-06-16 12:41:47,2024-06-16 13:25:47,Stadium,Beach,45.69,82.03
1680,122,88,42,2024-04-20 19:51:00,2024-04-20 20:12:00,Hospital,Residential Area,23.84,43.51
1681,471,20,49,2024-02-21 16:14:23,2024-02-21 16:42:23,Shopping Mall,Train Station,15.77,33.16
1682,375,23,32,2023-07-19 18:45:34,2023-07-19 19:00:34,Hospital,Restaurant District,3.0,10.75
1683,413,39,40,2023-02-03 01:16:50,2023-02-03 01:50:50,Stadium,Restaurant District,44.23,77.34
1684,437,30,87,2023-04-08 02:37:13,2023-04-08 03:35:13,Residential Area,Hospital,11.99,34.98
1685,208,54,114,2023-11-21 10:58:12,2023-11-21 11:32:12,Restaurant District,Beach,23.31,45.96
1686,199,60,4,2023-09-20 09:04:23,2023-09-20 09:29:23,Residential Area,Stadium,8.39,21.34
1687,272,27,64,2023-06-18 12:24:52,2023-06-18 13:14:52,Shopping Mall,Business District,11.34,32.01
1688,448,94,56,2024-09-01 01:09:50,2024-09-01 01:53:50,Hospital,City Center,24.24,49.86
1689,442,98,82,2023-10-19 03:05:18,2023-10-19 03:51:18,University,Shopping Mall,20.86,45.29
1690,241,14,1,2023-08-22 06:22:32,2023-08-22 07:20:32,Hotel District,Suburb,31.93,64.89
1691,27,26,28,2023-09-20 06:52:12,2023-09-20 07:32:12,City Center,Train Station,33.66,62.99
1692,480,67,90,2023-05-21 01:19:10,2023-05-21 01:52:10,Downtown,Restaurant District,11.91,28.62
1693,291,86,45,2023-08-01 07:03:13,2023-08-01 07:55:13,Residential Area,Business District,38.92,73.88
1694,329,52,101,2023-04-28 00:56:22,2023-04-28 01:27:22,Hospital,Beach,13.79,30.93
1695,379,17,18,2023-09-03 14:40:02,2023-09-03 15:24:02,City Center,Hotel District,31.39,60.59
1696,377,81,91,2024-06-09 05:05:03,2024-06-09 05:16:03,Hotel District,Airport,6.12,14.43
1697,5,7,97,2024-10-24 05:37:59,2024-10-24 05:47:59,Hospital,City Center,45.29,72.94
1698,104,96,31,2023-06-15 10:49:43,2023-06-15 11:13:43,Suburb,Airport,19.42,37.63
1699,466,41,65,2024-01-05 00:16:11,2024-01-05 00:42:11,Restaurant District,Train Station,15.91,32.87
1700,52,72,21,2024-11-30 16:26:49,2024-11-30 16:40:49,Train Station,Stadium,7.69,17.54
1701,467,80,92,2023-05-03 22:33:39,2023-05-03 23:13:39,Park,Residential Area,24.54,49.31
1702,144,89,60,2023-03-30 01:11:30,2023-03-30 01:58:30,Train Station,City Center,23.36,49.29
1703,387,6,74,2024-11-14 16:42:36,2024-11-14 17:11:36,Beach,Stadium,24.89,47.09
1704,393,3,76,2024-06-18 11:30:51,2024-06-18 12:27:51,Hospital,City Center,23.16,51.49
1705,293,24,8,2024-11-25 09:08:42,2024-11-25 09:14:42,Beach,Residential Area,29.21,47.81
1706,454,44,39,2024-11-19 13:23:04,2024-11-19 13:51:04,Airport,Train Station,8.48,22.22
1707,154,87,109,2024-12-13 01:43:11,2024-12-13 01:57:11,Airport,City Center,39.97,65.95
1708,343,26,82,2023-09-07 02:15:17,2023-09-07 02:38:17,Restaurant District,Hotel District,47.54,79.56
1709,43,46,37,2023-01-13 09:25:57,2023-01-13 10:09:57,City Center,Business District,22.05,46.58
1710,87,47,109,2023-07-16 06:57:48,2023-07-16 07:14:48,Park,University,49.14,80.46
1711,463,4,66,2023-09-05 10:31:46,2023-09-05 10:46:46,Downtown,Residential Area,13.46,26.44
1712,157,34,112,2023-12-03 06:46:00,2023-12-03 07:12:00,Downtown,University,38.0,66.0
1713,389,85,113,2024-05-27 04:18:11,2024-05-27 04:28:11,Hospital,Park,3.51,10.27
1714,447,80,81,2024-07-24 14:42:20,2024-07-24 15:23:20,Downtown,University,20.27,43.16
1715,464,61,21,2023-10-29 16:14:50,2023-10-29 16:21:50,Restaurant District,Residential Area,14.97,26.71
1716,193,43,41,2024-09-15 19:43:37,2024-09-15 20:20:37,Suburb,Hotel District,22.38,45.32
1717,363,44,39,2023-09-26 22:21:52,2023-09-26 23:12:52,University,Park,11.26,32.14
1718,145,35,47,2024-12-10 10:12:54,2024-12-10 10:45:54,City Center,Residential Area,6.07,19.86
1719,342,41,65,2023-01-18 20:53:24,2023-01-18 21:49:24,Train Station,Hotel District,38.58,74.37
1720,125,10,72,2023-10-18 00:27:44,2023-10-18 00:36:44,Train Station,Business District,40.47,65.45
1721,399,12,3,2023-01-08 11:48:01,2023-01-08 12:39:01,Downtown,Restaurant District,40.74,76.36
1722,446,80,81,2023-05-02 08:35:43,2023-05-02 09:17:43,Residential Area,Suburb,48.52,85.78
1723,324,43,88,2023-03-24 04:51:54,2023-03-24 05:35:54,Airport,Downtown,35.8,67.2
1724,103,96,31,2023-05-25 03:21:54,2023-05-25 03:31:54,Restaurant District,Airport,2.18,8.27
1725,406,88,42,2023-06-13 06:46:01,2023-06-13 06:54:01,Restaurant District,Airport,20.57,35.36
1726,321,68,99,2024-01-05 18:06:19,2024-01-05 19:03:19,Shopping Mall,Restaurant District,49.42,90.88
1727,310,91,105,2023-12-31 10:43:00,2023-12-31 11:06:00,Restaurant District,Residential Area,30.41,53.87
1728,441,8,93,2023-05-24 15:18:17,2023-05-24 15:55:17,Downtown,Airport,10.44,27.41
1729,102,34,27,2024-11-13 02:23:57,2024-11-13 03:02:57,Business District,Shopping Mall,35.6,65.65
1730,360,98,82,2023-05-27 04:16:28,2023-05-27 04:32:28,Suburb,Hospital,38.3,63.95
1731,117,21,96,2024-05-08 10:47:34,2024-05-08 11:45:34,Business District,University,30.87,63.3
1732,260,82,25,2023-06-19 12:37:41,2023-06-19 13:09:41,University,Suburb,18.55,38.33
1733,124,68,99,2024-05-23 15:08:33,2024-05-23 15:56:33,University,Hotel District,9.74,29.11
1734,32,9,54,2023-09-25 08:47:11,2023-09-25 09:38:11,Downtown,Business District,38.27,72.66
1735,221,11,87,2024-08-16 18:04:44,2024-08-16 18:54:44,Beach,Downtown,48.9,88.35
1736,346,12,89,2024-04-01 19:41:54,2024-04-01 20:35:54,City Center,Hospital,35.51,69.27
1737,311,87,83,2024-03-18 02:40:41,2024-03-18 03:01:41,Restaurant District,Suburb,17.32,33.73
1738,184,96,31,2023-10-15 17:33:55,2023-10-15 18:09:55,University,Hotel District,25.48,49.72
1739,280,96,31,2023-06-27 04:18:32,2023-06-27 05:00:32,Train Station,Downtown,35.16,65.74
1740,210,60,4,2023-09-09 22:39:12,2023-09-09 23:34:12,Suburb,Stadium,24.25,52.62
1741,461,60,4,2023-04-29 14:15:06,2023-04-29 14:29:06,Restaurant District,Hotel District,20.51,36.77
1742,487,4,61,2024-09-04 06:19:49,2024-09-04 06:44:49,Stadium,Suburb,32.35,57.28
1743,205,47,2,2023-12-04 09:27:13,2023-12-04 10:22:13,Suburb,Residential Area,45.46,84.44
1744,78,76,24,2023-06-18 13:03:26,2023-06-18 13:14:26,Downtown,Stadium,24.67,42.26
1745,139,44,39,2023-01-17 20:09:25,2023-01-17 20:45:25,Stadium,Train Station,16.57,36.36
1746,490,71,116,2023-06-26 21:22:05,2023-06-26 21:39:05,Beach,Business District,36.74,61.86
1747,222,56,110,2023-05-05 03:16:22,2023-05-05 03:52:22,Residential Area,Downtown,18.96,39.94
1748,55,9,54,2024-07-02 09:14:35,2024-07-02 09:49:35,Business District,University,8.79,24.43
1749,266,64,103,2023-06-18 02:03:36,2023-06-18 02:34:36,Beach,Downtown,47.93,82.14
1750,324,21,96,2024-05-04 16:36:29,2024-05-04 17:00:29,Residential Area,Business District,22.59,42.38
1751,63,77,17,2024-02-16 09:08:38,2024-02-16 09:31:38,Hospital,Restaurant District,19.92,38.13
1752,353,17,18,2024-03-15 02:28:18,2024-03-15 03:03:18,Airport,Downtown,23.46,46.44
1753,214,32,27,2023-09-11 08:49:12,2023-09-11 09:38:12,Shopping Mall,City Center,43.85,80.53
1754,161,82,25,2024-09-03 03:07:46,2024-09-03 03:29:46,Park,Hospital,29.71,52.56
1755,170,90,25,2024-12-01 11:48:39,2024-12-01 12:01:39,Hospital,Hotel District,32.37,54.3
1756,498,30,87,2024-09-23 17:25:08,2024-09-23 18:22:08,Shopping Mall,Beach,29.04,60.31
1757,456,3,41,2024-02-01 20:59:36,2024-02-01 21:10:36,Stadium,Hotel District,9.12,18.93
1758,165,11,68,2024-01-17 07:47:37,2024-01-17 08:21:37,Business District,City Center,44.76,78.14
1759,491,94,51,2023-02-21 23:34:50,2023-02-22 00:07:50,Stadium,Hotel District,11.27,27.66
1760,395,36,77,2023-04-22 03:16:01,2023-04-22 03:44:01,Suburb,Hotel District,4.83,16.75
1761,127,29,11,2023-09-12 03:43:05,2023-09-12 04:10:05,Suburb,Business District,25.16,46.99
1762,75,35,47,2024-01-12 11:25:12,2024-01-12 11:50:12,Business District,City Center,27.74,50.36
1763,422,83,94,2024-12-18 11:11:12,2024-12-18 11:54:12,Business District,Airport,16.19,37.54
1764,32,95,24,2024-02-11 14:47:17,2024-02-11 15:43:17,Park,University,13.91,37.37
1765,193,55,35,2023-08-20 14:25:20,2023-08-20 14:46:20,Shopping Mall,Train Station,16.21,32.06
1766,15,84,83,2024-08-15 03:40:28,2024-08-15 04:11:28,Airport,Hospital,24.32,46.73
1767,466,19,107,2024-05-01 03:25:58,2024-05-01 03:54:58,Park,Train Station,30.5,55.5
1768,389,41,65,2024-12-28 17:08:14,2024-12-28 17:30:14,Beach,University,11.49,25.23
